ID	WCFS1.glc.1	WCFS1.glc.2	WCFS1.rib.1	WCFS1.rib.2	NC8.glc.1	NC8.glc.2	NC8.rib.1	NC8.rib.2
lp_3094	193	233	201	197	123	133	124	115
lp_3095	719	814	592	749	592	695	739	752
lp_3096	47	50	49	33	46	61	34	31
lp_3097	147	156	171	161	185	132	191	195
lp_3098	64	69	63	64	122	182	224	158
lp_3099	70	56	47	77	66	53	100	70
lp_3100	688	722	557	554	541	712	617	692
lp_3117	86	99	245	261	78	85	283	241
lp_3119	173	255	300	401	176	272	353	264
lp_3120	512	677	735	858	436	673	1042	839
lp_3122	349	300	246	198	285	246	186	168
lp_3123	1183	1343	1351	1191	1037	1135	1339	1229
lp_3124	42	74	356	358	61	55	296	292
lp_3125	107	132	114	181	121	162	191	206
lp_3127	32	56	16	57	36	76	70	56
lp_3134	1533	1642	689	415	2958	3358	538	439
lp_3139	247	284	259	286	364	402	244	231
lp_3141	50	33	27	19	26	2	10	5
lp_3142	296	260	318	352	346	321	471	478
lp_3143	186	181	134	99	180	144	126	101
lp_3150	56	56	96	118	307	336	456	501
lp_3155	91	85	102	117	108	197	314	264
lp_3169	4015	4132	1497	1810	2974	3019	1569	1847
lp_3170	46435	52249	44421	31001	45839	34346	44572	33409
lp_3171	489	404	455	468	386	337	368	345
lp_3172	183	156	200	282	183	193	150	186
lp_3174	6548	8500	3795	3650	4366	5237	3083	2812
lp_3175	444	510	176	176	521	549	182	264
lp_3176	1788	2071	1625	1914	1941	2510	2320	2324
lp_3177	55	81	122	136	15	42	27	27
lp_3178	110	130	178	201	32	51	32	30
lp_3179	538	599	505	629	210	197	281	285
lp_3183	447	395	223	285	376	364	436	459
lp_3184	1370	1373	1022	989	1399	1237	1352	1259
lp_3185	5311	5160	4052	4092	6007	5824	5820	5870
lp_3187	167	140	98	88	178	102	102	94
lp_3189	10444	12140	7167	6881	12062	13587	7725	7800
lp_3190	5061	4944	2381	2156	6757	6072	1978	2529
lp_3191	5759	5955	2876	2623	6534	7107	2470	3224
lp_3192	317	283	172	242	232	279	184	250
lp_3193	9586	10096	4008	4891	7377	7478	4970	5941
lp_3194	9606	10110	10238	13182	8529	9043	17943	17022
lp_3195	4221	4323	3459	3589	3828	4046	3831	3901
lp_3196	7425	7451	5732	6540	7406	8333	6955	7900
lp_3197	640	544	607	495	948	514	465	492
lp_3198	2700	2612	2122	2334	2878	3006	2366	2940
lp_3199	2177	2012	1756	1855	2246	2072	2032	2103
lp_3200	2268	2402	1922	2087	2464	3226	2866	3223
lp_3201	2106	2230	1904	1849	1962	2193	2321	2071
lp_3204	4262	5338	4306	4793	7050	6965	13658	11772
lp_3205	866	1054	778	951	1069	1835	1369	1543
lp_3206	639	592	521	521	572	469	396	340
lp_3207	2943	3310	2227	2453	1465	2350	1528	1592
lp_3209	6271	6960	4025	3902	5042	5855	4402	3947
lp_3210	1943	2312	1464	1648	1198	1794	1271	1347
lp_3211	2239	2361	1589	1515	1460	1779	1369	1305
lp_3214	201	231	307	357	52	78	109	119
lp_3215	14	49	16	14	26	12	11	18
lp_3216	168	146	134	175	84	153	112	108
lp_3217	297	303	270	347	254	268	226	243
lp_3218	745	761	738	887	469	692	765	617
lp_3220	15	15	29	28	108	99	143	153
lp_3221	1004	1120	816	969	460	435	346	395
lp_3223	1081	947	1065	1202	1273	1222	1451	1430
lp_3224	312	327	571	800	203	224	449	446
lp_3225	204	255	348	578	106	117	211	233
lp_3226	5507	6694	5382	5981	4151	6270	6148	5912
lp_3227	2030	2175	1926	1855	1852	2304	2300	2172
lp_3236	625	715	2018	2202	421	501	404	401
lp_3237	931	875	855	966	316	220	241	254
lp_3238	2048	2256	1368	2199	1681	2213	1490	2053
lp_3239	136	156	217	217	234	224	346	335
lp_3241	83	87	249	308	106	143	373	375
lp_3243	268	244	750	761	243	133	760	775
lp_3245	13198	14680	6901	5323	13489	16450	5312	5667
lp_3246	2153	2240	816	921	1081	1203	1033	1169
lp_3247	1170	1040	1405	1670	795	774	781	865
lp_3248	3628	3435	566	658	14720	12445	23935	22933
lp_3250	116	137	1152	1232	100	136	1099	1067
lp_3251	73	74	36	33	55	74	30	55
lp_3252	738	944	834	901	618	716	1215	1231
lp_3254	214	192	89	62	250	218	27	53
lp_3255	282	433	157	102	538	396	116	105
lp_3256	4184	7521	10218	10645	14953	13515	11047	9298
lp_3257	80	80	48	60	104	94	48	96
lp_3259	1033	1209	1351	1531	1530	1816	2576	2040
lp_3262	964	1560	1878	2203	1320	1946	1966	2159
lp_3263	674	1150	1243	1475	851	1756	1340	1546
lp_3265	1127	1486	1169	1308	924	1332	1213	1188
lp_3266	981	1206	1191	1424	1079	1328	1709	1671
lp_3267	3557	5142	5006	6776	2952	5117	7318	7218
lp_3268	58	84	99	83	82	156	106	110
lp_3269	2602	2275	1581	1376	2442	2439	1431	1864
lp_3270	1352	1138	944	789	1249	1191	633	899
lp_3271	736	761	713	664	813	1069	482	596
lp_3272	130	106	1043	1009	92	95	1068	916
lp_3273	1267	1369	1283	1033	1783	1460	1421	1302
lp_3278	46	74	79	67	32	35	40	57
lp_3280	214	118	64	73	162	149	47	93
lp_3281	1114	911	595	661	1055	785	397	485
lp_3283	637	728	826	848	141	191	233	194
lp_3284	320	244	168	176	182	179	78	94
lp_3285	210	150	110	109	103	137	39	81
lp_3286	348	307	174	146	321	250	150	171
lp_3287	259	265	221	179	270	193	243	229
lp_3288	909	985	1383	1173	938	1113	1534	1268
lp_3292	1290	1199	713	413	1348	1384	997	903
lp_3293	1803	2058	1547	1954	1701	2528	2040	2770
lp_3294	3155	3476	2651	3354	3055	4103	3351	4429
lp_3295	1393	1356	1217	1424	1347	1844	1716	1941
lp_3296	2988	3176	2804	3601	2819	3964	4064	4596
lp_3297	1093	1174	1091	1387	1037	1463	1427	1673
lp_3298	876	904	779	1222	888	1154	1058	1325
lp_3299	520	467	417	564	473	539	524	616
lp_3301	653	479	250	179	617	395	159	128
lp_3302	1015	1264	1244	1419	822	1370	1407	1382
lp_3310	1032	889	704	606	1187	925	727	617
lp_3312	2988	2413	2807	3053	1898	1787	2281	2494
lp_3313	1079	1112	13233	13079	1237	1297	17025	16715
lp_3314	544	551	6496	6581	603	641	8465	8861
lp_3316	101	113	665	830	126	131	743	824
lp_3318	916	1234	10081	11433	1149	1494	15919	14874
lp_3319	262	290	323	458	224	262	398	526
lp_3321	172	148	206	236	184	139	134	223
lp_3322	3643	4315	3471	3754	2359	3585	2817	2854
lp_3323	201	180	196	309	230	281	245	410
lp_3324	4904	4983	1841	1845	3278	3132	1149	1364
lp_3330	400	440	325	390	639	911	599	830
lp_3333	40	45	18	32	1330	2646	1401	1432
lp_3334	1017	765	626	910	1246	1539	766	954
lp_3335	327	491	375	457	436	742	748	670
lp_3338	36	36	30	39	119	129	105	151
lp_3341	934	872	416	541	802	920	500	718
lp_3342	549	622	587	636	571	580	887	736
lp_3343	180	229	183	181	109	108	98	118
lp_3344	49	33	32	47	36	34	14	33
lp_3345	132	138	115	149	138	117	171	194
lp_3346	309	286	257	318	249	285	358	341
lp_3349	1572	1576	1394	1500	1263	1484	1442	1546
lp_3350	2684	2197	1872	1443	3208	2051	1251	1466
lp_3351	3841	3878	2482	2193	3646	4039	2157	2941
lp_3352	1350	1281	1541	1324	1369	1341	1338	1613
lp_3353	644	587	686	821	527	505	449	697
lp_3355	647	772	1385	1745	480	694	2038	2069
lp_3356	332	453	175	122	415	536	212	248
lp_3358	2545	2131	1307	1245	2531	2053	1571	1722
lp_3359	136	149	563	944	96	108	322	518
lp_3360	230	182	709	1221	105	113	466	623
lp_3362	2374	2831	2781	3264	2096	3008	3647	3755
lp_3363	449	489	1390	1513	438	578	1655	1748
lp_3365	558	664	703	735	418	455	659	713
lp_3366	1608	1906	1228	1626	1318	1975	1435	1914
lp_3367	463	525	434	457	531	515	540	452
lp_3368	143	154	111	90	386	516	445	455
lp_3371	222	206	248	190	228	225	227	240
lp_3372	648	670	483	651	588	766	650	767
lp_3373	1077	901	643	519	946	879	718	767
lp_3374	1430	1254	641	703	1041	1122	567	677
lp_3392	1173	1620	1415	1617	443	523	697	797
lp_3393	545	630	353	545	1843	2096	1008	1414
lp_3394	111	103	59	124	493	639	244	427
lp_3397	3952	4874	2978	3227	4057	4614	4705	4207
lp_3398	340	471	426	379	573	696	504	493
lp_3400	2623	3320	3231	3806	2500	3988	4515	4434
lp_3402	75	120	103	102	250	277	154	128
lp_3403	3433	4283	4042	4235	3728	4161	6371	5368
lp_3404	558	673	521	492	790	945	980	880
lp_3406	320	355	286	218	599	446	432	443
lp_3407	7597	7625	4475	4376	8085	6999	4733	4656
lp_3408	1256	1162	1078	1377	1076	1229	948	1232
lp_3409	1730	1771	1494	2055	1899	2565	1706	2746
lp_3410	862	718	684	861	652	588	450	720
lp_3411	7417	7753	3506	2655	11432	9237	3434	3404
lp_3412	881	838	597	680	624	650	532	574
lp_3413	187	171	135	123	133	121	109	106
lp_3414	560	605	327	354	534	490	302	290
lp_3415	57	49	23	12	55	33	12	16
lp_3416	3755	2817	3185	2984	3487	1709	2230	1944
lp_3417	505	491	719	777	569	392	818	768
lp_3418	311	375	3589	3584	230	275	2624	2446
lp_3419	489	533	606	501	498	375	520	527
lp_3420	2849	4042	7355	9236	3404	5011	12423	11345
lp_3421	68037	75035	52121	49361	84738	83855	99576	85174
lp_3422	731	861	655	639	674	703	661	668
lp_3423	855	724	646	526	1018	716	569	491
lp_3430	1007	1253	1042	1111	2245	3168	3794	3694
lp_3431	681	821	789	884	664	1131	898	1098
lp_3432	766	1016	869	1006	827	1236	960	1190
lp_3433	674	813	698	850	655	1004	954	1044
lp_3435	64	92	46	75	67	100	88	94
lp_3436	93	95	736	668	836	772	3373	2960
lp_3437	484	519	466	473	527	487	718	564
lp_3438	310	400	350	332	298	325	484	437
lp_3440	68	49	33	80	96	124	87	196
lp_3441	83	123	73	103	55	50	62	46
lp_3442	62	72	38	40	34	44	32	46
lp_3444	158	190	192	249	174	270	252	240
lp_3445	5048	6417	7087	8781	3736	5369	9067	8931
lp_3448	551	735	597	670	545	822	653	700
lp_3449	2362	2827	9144	8879	2826	3252	15036	14367
lp_3450	122	91	93	138	137	158	145	176
lp_3451	28	26	56	34	59	52	78	66
lp_3452	33	31	22	16	50	70	58	54
lp_3453	47	42	44	44	66	87	75	78
lp_3454	27	18	14	17	43	27	37	42
lp_3458	2813	3632	2094	2194	3190	4448	4494	4382
lp_3459	295	372	274	349	303	334	353	365
lp_3460	1096	1358	1052	1249	1044	1307	1229	1325
lp_3461	602	778	741	763	625	782	818	868
lp_3463	234	256	205	212	719	673	752	607
lp_3464	1691	1994	1878	2040	1442	1638	1994	2054
lp_3469	10	20	33	48	12	16	60	37
lp_3470	1042	1533	2275	2452	1015	1496	2678	2663
lp_3471	24	23	68	102	42	28	56	73
lp_3472	6	14	38	44	10	22	49	70
lp_3473	20	19	38	45	20	28	75	80
lp_3474	4	8	24	33	11	12	35	27
lp_3476	34	56	427	344	110	96	414	308
lp_3477	479	439	260	369	478	614	512	569
lp_3478	577	621	403	493	464	621	523	635
lp_3479	48	31	60	58	42	48	50	43
lp_3480	158	137	406	442	159	179	551	611
lp_3482	40	72	210	233	61	67	242	319
lp_3483	92	130	1761	1831	119	168	1694	1765
lp_3484	82	102	1094	1000	102	106	1105	1018
lp_3485	175	233	409	577	142	204	623	692
lp_3486	160	162	693	660	114	142	943	837
lp_3487	78	120	805	816	101	90	849	933
lp_3488	753	664	457	572	640	527	466	482
lp_3489	372	377	1711	2005	188	227	1975	1900
lp_3490	98	166	64	96	86	102	28	28
lp_3491	806	718	604	685	959	932	1042	1173
lp_3492	316	279	285	271	448	387	416	511
lp_3493	275	309	236	315	377	343	370	370
lp_3494	157	107	117	138	232	204	192	259
lp_3495	884	987	405	483	871	1041	466	430
lp_3504	76	46	93	102	57	56	90	151
lp_3505	132	83	179	301	109	133	186	374
lp_3506	146	151	142	256	150	175	147	346
lp_3507	983	1187	1950	1776	1112	1190	2848	2657
lp_3508	188	243	413	425	197	230	546	554
lp_3509	179	298	421	481	160	273	476	554
lp_3510	192	303	477	417	188	216	516	504
lp_3513	326	359	128	119	512	580	129	128
lp_3514	842	714	984	436	1168	567	332	266
lp_3545	46	43	1194	1271	56	62	150	187
lp_3546	10	6	563	415	28	12	43	80
lp_3547	0	2	156	139	11	2	20	22
lp_3548	6	4	106	81	9	10	10	14
lp_3549	529	568	867	895	417	438	438	465
lp_3571	293	403	2547	2447	130	172	956	808
lp_3572	9837	11597	11180	12982	4097	4569	6534	6946
lp_3573	641	770	815	859	359	472	593	575
lp_3575	109	125	115	112	237	188	220	181
lp_3576	625	459	520	710	1128	728	504	573
lp_3578	6341	7453	9638	10903	3219	3325	8794	8606
lp_3579	28522	31644	22241	22219	15437	15022	11171	10639
lp_3580	170469	173729	147331	173427	73296	64961	51644	47363
lp_3581	170804	160889	148743	167944	78937	71094	47895	48688
lp_3586	242	290	96	120	405	484	207	242
lp_3656	28	6	167	169	46	16	122	173
lp_3657	20	18	103	169	10	12	121	289
lp_3658	313	271	73920	75758	317	305	94432	102166
lp_3659	162	129	39511	35310	183	150	43947	42838
lp_3660	155	146	48628	43768	231	173	57650	58232
lp_3661	773	813	2039	2053	853	880	2490	2439
lp_3662	292	260	239	249	210	285	211	234
lp_3663	2281	2528	2061	1928	2328	2030	2413	2043
lp_3664	866	880	807	820	897	865	967	958
lp_3665	550	592	491	409	348	339	463	351
lp_3666	86	94	128	121	185	264	189	237
lp_3668	286	239	291	361	688	628	848	997
lp_3669	4512	4915	4909	5477	4184	4944	6649	6431
lp_3673	2563	2303	2700	4472	1695	2072	3396	4787
lp_3675	872	726	414	476	1078	1130	626	690
lp_3676	940	776	323	517	3764	4652	1376	2369
lp_3677	93	51	19	30	552	365	126	249
lp_3678	395	353	145	145	2228	1625	634	962
lp_3679	1145	1120	337	507	5611	6278	2705	3767
lp_3681	5551	5337	3161	3427	4752	5587	2964	3155
lp_3682	3756	3954	2331	2545	3698	4001	2358	2718
lp_3683	4713	5566	2872	3328	4948	6539	4338	4458
lp_3687	38099	40455	28148	29287	27832	29351	25674	23741
lp_3688	30348	29421	20649	23964	21048	23425	18581	17428
